HeroID,Group,Game Date,Adj MMR Before
29,Specialist,2016-01-05,1966.1799900166131
29,Specialist,2016-01-06,1971.212883442437
29,Specialist,2016-01-07,1965.2448912754144
29,Specialist,2016-01-08,1967.1789234170515
29,Specialist,2016-01-09,1967.839975888437
29,Specialist,2016-01-10,1959.461000510147
29,Specialist,2016-01-11,1970.8206849810924
29,Specialist,2016-01-12,1987.0864905071892
29,Specialist,2016-01-13,1993.1202199508396
29,Specialist,2016-01-14,1988.6230965417337
29,Specialist,2016-01-15,1977.8045562160548
29,Specialist,2016-01-16,1962.5632686961083
29,Specialist,2016-01-17,1970.6106143445436
29,Specialist,2016-01-18,1978.4515798354096
29,Specialist,2016-01-19,1980.7572987631252
29,Specialist,2016-01-20,2000.2719576304585
29,Specialist,2016-01-21,2003.1702474268286
29,Specialist,2016-01-22,1994.925027128144
29,Specialist,2016-01-23,1996.67645125558
29,Specialist,2016-01-24,2054.9773437976705
30,Support,2015-12-30,2034.3577940352388
30,Support,2015-12-31,2061.5676731894523
30,Support,2016-01-01,2068.300372166323
30,Support,2016-01-02,2068.046064349542
30,Support,2016-01-03,2070.952085643643
30,Support,2016-01-04,2083.025289825611
30,Support,2016-01-05,2148.8390284538227
30,Support,2016-01-06,2155.6506612444127
30,Support,2016-01-07,2145.821182272776
30,Support,2016-01-08,2139.8569634522373
30,Support,2016-01-09,2129.821276530807
30,Support,2016-01-10,2144.177183108129
